0,1.0,10,
 -90, -10.0, 10,
 90, 10.0, 10,
 0, 10.0, 10,
 0, 4.0, 6,
 0, 7.0, 6,
 90, 4.0, 5,
 -90, -7.0, 5,
 90, 7.0, 5,
 -90, -3.9999999999999996, 5,
 90, 1.0000000000000002, 4,
 0, 5.0, 4,
 0, 6.0, 4,
 90, 1.0000000000000004, 4,
 -90, -5.0, 3,
 90, 5.0, 3,
 -90, -6.0, 3,
 90, 6.0, 3,
 -90, -0.9999999999999999, 2,
 90, 8.0, 2,
 -90, -9.0, 2,
 90, 9.0, 2,
 0, 2.0, 2,
 -90, -0.9999999999999998, 2,
 0, 3.0, 2,
 -90, -0.9999999999999997, 2,
 -90, -0.9999999999999996, 2,
 0, 8.0, 2,
 0, 9.0, 2,
 -80, -0.8111595753452776, 1,
 -70, -0.5976724774602395, 1,
 -60, -0.3660254037844385, 1,
 -50, -0.12325683343243865, 1,
 -40, 0.12325683343243876, 1,
 -30, 0.36602540378443876, 1,
 -20, 0.5976724774602398, 1,
 -10, 0.8111595753452777, 1,
 10, 1.1584559306791384, 1,
 20, 1.281712764111577, 1,
 30, 1.3660254037844386, 1,
 40, 1.4088320528055172, 1,
 50, 1.4088320528055174, 1,
 60, 1.3660254037844388, 1,
 70, 1.281712764111577, 1,
 80, 1.1584559306791384, 1,
 90, 1.0, 1,
 -90, -2.0, 1,
 -80, -1.7959673283574857, 1,
 -70, -1.5373650982461478, 1,
 -60, -1.2320508075688772, 1,
 -50, -0.8893012765514167, 1,
 -40, -0.5195307762541005, 1,
 -30, -0.13397459621556118, 1,
 -20, 0.255652334134571, 1,
 -10, 0.6375113976783473, 1,
 10, 1.3321041083460687, 1,
 20, 1.6237329074372457, 1,
 30, 1.8660254037844386, 1,
 40, 2.0516196624920564, 1,
 50, 2.1748764959244955, 1,
 60, 2.232050807568877, 1,
 70, 2.2214053848974853, 1,
 80, 2.1432636836913463, 1,
 90, 2.0, 1,
 -90, -3.0, 1,
 -80, -2.7807750813696934, 1,
 -70, -2.477057719032056, 1,
 -60, -2.098076211353316, 1,
 -50, -1.655345719670395, 1,
 -40, -1.1623183859406399, 1,
 -30, -0.6339745962155611, 1,
 -20, -0.08636780919109777, 1,
 -10, 0.463863220011417, 1,
 10, 1.505752286012999, 1,
 20, 1.9657530507629146, 1,
 30, 2.3660254037844384, 1,
 40, 2.6944072721785957, 1,
 50, 2.9409209390434734, 1,
 60, 3.098076211353316, 1,
 70, 3.1610980056833937, 1,
 80, 3.1280714367035545, 1,
 90, 3.0, 1,
 -90, -4.0, 1,
 -80, -3.7655828343819016, 1,
 -70, -3.4167503398179644, 1,
 -60, -2.9641016151377544, 1,
 -50, -2.421390162789373, 1,
 -40, -1.805105995627179, 1,
 -30, -1.1339745962155612, 1,
 -20, -0.4283879525167664, 1,
 -10, 0.2902150423444867, 1,
 10, 1.6794004636799293, 1,
 20, 2.3077731940885835, 1,
 30, 2.8660254037844384, 1,
 40, 3.337194881865135, 1,
 50, 3.7069653821624513, 1,
 60, 3.9641016151377544, 1,
 70, 4.100790626469302, 1,
 80, 4.112879189715763, 1,
 -80, -4.75039058739411, 1,
 -70, -4.356442960603873, 1,
 -60, -3.8301270189221928, 1,
 -50, -3.1874346059083507, 1,
 -40, -2.4478936053137184, 1,
 -30, -1.6339745962155607, 1,
 -20, -0.7704080958424351, 1,
 -10, 0.11656686467755639, 1,
 10, 1.8530486413468596, 1,
 20, 2.649793337414252, 1,
 30, 3.3660254037844384, 1,
 40, 3.979982491551674, 1,
 50, 4.473009825281429, 1,
 60, 4.830127018922193, 1,
 70, 5.04048324725521, 1,
 80, 5.09768694272797, 1,
 -80, -5.735198340406318, 1,
 -70, -5.296135581389781, 1,
 -60, -4.696152422706632, 1,
 -50, -3.953479049027329, 1,
 -40, -3.0906812150002576, 1,
 -30, -2.1339745962155607, 1,
 -20, -1.112428239168104, 1,
 -10, -0.05708131298937402, 1,
 10, 2.02669681901379, 1,
 20, 2.991813480739921, 1,
 30, 3.8660254037844384, 1,
 40, 4.622770101238213, 1,
 50, 5.239054268400408, 1,
 60, 5.696152422706632, 1,
 70, 5.980175868041118, 1,
 80, 6.082494695740178, 1,
 -80, -6.720006093418526, 1,
 -70, -6.23582820217569, 1,
 -60, -5.56217782649107, 1,
 -50, -4.7195234921463065, 1,
 -40, -3.7334688246867964, 1,
 -30, -2.6339745962155607, 1,
 -20, -1.4544483824937724, 1,
 -10, -0.23072949065630433, 1,
 10, 2.2003449966807205, 1,
 20, 3.3338336240655893, 1,
 30, 4.366025403784438, 1,
 40, 5.265557710924752, 1,
 50, 6.005098711519386, 1,
 60, 6.56217782649107, 1,
 70, 6.919868488827027, 1,
 80, 7.067302448752386, 1,
 -90, -8.0, 1,
 -80, -7.704813846430734, 1,
 -70, -7.175520822961598, 1,
 -60, -6.428203230275509, 1,
 -50, -5.485567935265284, 1,
 -40, -4.376256434373336, 1,
 -30, -3.1339745962155607, 1,
 -20, -1.7964685258194413, 1,
 -10, -0.40437766832323463, 1,
 10, 2.3739931743476506, 1,
 20, 3.675853767391258, 1,
 30, 4.866025403784438, 1,
 40, 5.908345320611292, 1,
 50, 6.771143154638364, 1,
 60, 7.428203230275509, 1,
 70, 7.859561109612935, 1,
 80, 8.052110201764595, 1,
 -80, -8.689621599442942, 1,
 -70, -8.115213443747505, 1,
 -60, -7.294228634059947, 1,
 -50, -6.251612378384262, 1,
 -40, -5.019044044059876, 1,
 -30, -3.6339745962155603, 1,
 -20, -2.13848866914511, 1,
 -10, -0.5780258459901649, 1,
 10, 2.547641352014581, 1,
 20, 4.0178739107169275, 1,
 30, 5.3660254037844375, 1,
 40, 6.551132930297832, 1,
 50, 7.537187597757342, 1,
 60, 8.294228634059948, 1,
 70, 8.799253730398844, 1,
 80, 9.036917954776802, 1,
 -80, -9.67442935245515, 1,
 -70, -9.054906064533414, 1,
 -60, -8.160254037844386, 1,
 -50, -7.01765682150324, 1,
 -40, -5.661831653746415, 1,
 -30, -4.133974596215561, 1,
 -20, -2.4805088124707786, 1,
 -10, -0.7516740236570952, 1,
 10, 2.721289529681511, 1,
 20, 4.359894054042595, 1,
 30, 5.8660254037844375, 1,
 40, 7.19392053998437, 1,
 50, 8.303232040876319, 1,
 60, 9.160254037844386, 1,
 70, 9.738946351184753, 1,
 80, 10.02172570778901, 1,
 -80, -0.6375113976783472, 1,
 -70, -0.25565233413457067, 1,
 -60, 0.13397459621556163, 1,
 -50, 0.5195307762541007, 1,
 -40, 0.8893012765514168, 1,
 -30, 1.2320508075688774, 1,
 -20, 1.5373650982461482, 1,
 -10, 1.7959673283574857, 1,
 10, 2.1432636836913463, 1,
 20, 2.2214053848974857, 1,
 30, 2.232050807568877, 1,
 40, 2.1748764959244955, 1,
 50, 2.051619662492057, 1,
 60, 1.8660254037844388, 1,
 70, 1.623732907437246, 1,
 80, 1.3321041083460687, 1,
 -80, -9.50078117478822, 1,
 -70, -8.712885921207747, 1,
 -60, -7.6602540378443855, 1,
 -50, -6.374869211816701, 1,
 -40, -4.895787210627437, 1,
 -30, -3.2679491924311215, 1,
 -20, -1.5408161916848702, 1,
 -10, 0.23313372935511278, 1,
 10, 3.7060972826937193, 1,
 20, 5.299586674828504, 1,
 30, 6.732050807568877, 1,
 40, 7.959964983103348, 1,
 50, 8.946019650562858, 1,
 60, 9.660254037844386, 1,
 70, 10.08096649451042, 1,
 80, 10.19537388545594, 1,
 -80, -0.4638632200114168, 1,
 -70, 0.0863678091910981, 1,
 -60, 0.6339745962155618, 1,
 -50, 1.1623183859406403, 1,
 -40, 1.655345719670395, 1,
 -30, 2.098076211353316, 1,
 -20, 2.4770577190320564, 1,
 -10, 2.7807750813696934, 1,
 10, 3.1280714367035545, 1,
 20, 3.161098005683394, 1,
 30, 3.098076211353316, 1,
 40, 2.9409209390434734, 1,
 50, 2.694407272178596, 1,
 60, 2.3660254037844393, 1,
 70, 1.9657530507629146, 1,
 80, 1.5057522860129993, 1,
 -80, -9.327132997121288, 1,
 -70, -8.370865777882077, 1,
 -60, -7.1602540378443855, 1,
 -50, -5.732081602130162, 1,
 -40, -4.129742767508459, 1,
 -30, -2.401923788646683, 1,
 -20, -0.6011235708989617, 1,
 -10, 1.2179414823673207, 1,
 10, 4.690905035705927, 1,
 20, 6.239279295614413, 1,
 30, 7.598076211353315, 1,
 40, 8.726009426222326, 1,
 50, 9.588807260249398, 1,
 60, 10.160254037844386, 1,
 70, 10.42298663783609, 1,
 80, 10.369022063122872, 1,
 -80, -0.29021504234448636, 1,
 -70, 0.428387952516767, 1,
 -60, 1.1339745962155618, 1,
 -50, 1.8051059956271795, 1,
 -40, 2.421390162789373, 1,
 -30, 2.964101615137755, 1,
 -20, 3.416750339817965, 1,
 -10, 3.7655828343819016, 1,
 10, 4.112879189715763, 1,
 20, 4.100790626469302, 1,
 30, 3.964101615137755, 1,
 40, 3.7069653821624513, 1,
 50, 3.3371948818651354, 1,
 60, 2.8660254037844393, 1,
 70, 2.3077731940885835, 1,
 80, 1.6794004636799298, 1,
 -80, -3.2446383013811104, 1,
 -70, -2.390689909840958, 1,
 -60, -1.464101615137754, 1,
 -50, -0.4930273337297546, 1,
 -40, 0.49302733372975505, 1,
 -30, 1.464101615137755, 1,
 -20, 2.390689909840959, 1,
 -10, 3.244638301381111, 1,
 10, 4.633823722716554, 1,
 20, 5.126851056446308, 1,
 30, 5.464101615137754, 1,
 40, 5.635328211222069, 1,
 50, 5.6353282112220695, 1,
 60, 5.464101615137755, 1,
 70, 5.126851056446308, 1,
